product_id,molecule_id,strength,unit
PMBJP-2039,MOL-01974,25.0,mg
PMBJP-2040,MOL-01191,150.0,mg
PMBJP-2040,MOL-01623,100.0,mg
PMBJP-2041,MOL-02047,10.0,mg
PMBJP-2041,MOL-00552,30.0,mg
PMBJP-2043,MOL-00673,10.0,mg
PMBJP-2043,MOL-00018,325.0,mg
PMBJP-2044,MOL-01247,1.5,mg
PMBJP-2045,MOL-00844,100.0,mg
PMBJP-2045,MOL-01189,300.0,mcg
PMBJP-2045,MOL-01331,500.0,mcg
PMBJP-2046,MOL-01865,10.0,mg
PMBJP-2046,MOL-00893,1.5,mg
PMBJP-2046,MOL-01511,100.0,mg
PMBJP-2046,MOL-01195,10.0,mg
PMBJP-2047,MOL-00422,60000.0,iu
PMBJP-2048,MOL-01379,2.5,mg
PMBJP-2049,MOL-02251,500.0,mg
PMBJP-2050,MOL-00097,10.0,mg
PMBJP-2051,MOL-01185,1000.0,mg
PMBJP-2051,MOL-00480,60.0,mg
PMBJP-2051,MOL-02320,12.5,mg
PMBJP-2051,MOL-01303,2500.0,mcg
PMBJP-2052,MOL-00156,10.0,mg
PMBJP-2052,MOL-00422,1000.0,iu
PMBJP-2053,MOL-02072,40.0,mg
PMBJP-2053,MOL-00156,10.0,mg
PMBJP-2054,MOL-01331,1500.0,mcg
PMBJP-2054,MOL-00068,100.0,mg
PMBJP-2054,MOL-01084,1.5,mg
PMBJP-2054,MOL-00893,200.0,mcg
PMBJP-2054,MOL-00429,55.0,mcg
PMBJP-2054,MOL-01948,150.0,mg
PMBJP-2054,MOL-00209,1500.0,mcg
PMBJP-2055,MOL-01000,0.05,%
PMBJP-2056,MOL-00408,1.0,%
PMBJP-2056,MOL-01410,2.0,%
PMBJP-2056,MOL-01253,1.0,%
PMBJP-2058,MOL-01558,0.3,%
PMBJP-2058,MOL-00591,0.1,%
PMBJP-2058,MOL-00211,0.005,%
PMBJP-2059,MOL-01761,2.0,%
PMBJP-2060,MOL-00018,1000.0,mg
PMBJP-2061,MOL-01179,10.0,mg
PMBJP-2065,MOL-01281,200.0,mg
PMBJP-2065,MOL-01887,50.0,mg
PMBJP-2066,MOL-01253,20.0,ml
PMBJP-2069,MOL-00187,,
PMBJP-2072,MOL-00156,10.0,mg
PMBJP-2072,MOL-00024,75.0,mg
PMBJP-2072,MOL-00473,10.0,mg
PMBJP-2073,MOL-00156,20.0,mg
PMBJP-2073,MOL-00024,150.0,mg
PMBJP-2074,MOL-00156,20.0,mg
PMBJP-2074,MOL-00024,75.0,mg
PMBJP-2076,MOL-00156,5.0,mg
PMBJP-2077,MOL-00219,2.5,%
PMBJP-2078,MOL-00238,1.0,%
PMBJP-2079,MOL-00250,10.0,mg
PMBJP-2080,MOL-00254,5.0,mg
PMBJP-2080,MOL-01033,12.5,mg
PMBJP-2081,MOL-00307,0.005,%
PMBJP-2081,MOL-00463,0.05,%
PMBJP-2082,MOL-00310,500.0,mg
PMBJP-2083,MOL-00309,250.0,mg
PMBJP-2083,MOL-02289,100.0,iu
PMBJP-2083,MOL-00893,50.0,mcg
PMBJP-2084,MOL-00333,400.0,mg
PMBJP-2085,MOL-00337,10.0,mg
PMBJP-2085,MOL-01240,100.0,mg
PMBJP-2086,MOL-00346,1100.0,mg
PMBJP-2086,MOL-00978,250.0,mg
PMBJP-2086,MOL-02134,1100.0,mg
PMBJP-2087,MOL-01633,1100.0,mg
PMBJP-2088,MOL-00352,10.0,mg
PMBJP-2089,MOL-00352,20.0,mg
PMBJP-2090,MOL-00352,12.5,mg
PMBJP-2091,MOL-00437,10.0,mg
PMBJP-2091,MOL-00420,12.5,mg
PMBJP-2092,MOL-01407,25.0,mg
PMBJP-2092,MOL-00437,10.0,mg
PMBJP-2093,MOL-01407,50.0,mg
PMBJP-2093,MOL-00437,10.0,mg
PMBJP-2094,MOL-00443,20.0,mg
PMBJP-2094,MOL-00673,15.0,mg
PMBJP-2095,MOL-00476,1.0,%
PMBJP-2095,MOL-01253,2.0,%
PMBJP-2096,MOL-00492,300.0,mg
PMBJP-2096,MOL-00813,90.0,mg
PMBJP-2096,MOL-01573,10.0,mg
PMBJP-2096,MOL-02290,300.0,mg
PMBJP-2097,MOL-00506,500.0,mg
PMBJP-2097,MOL-00778,40.0,mg
PMBJP-2097,MOL-00102,750.0,mg
PMBJP-2098,MOL-00538,75.0,mg
PMBJP-2099,MOL-00551,10.0,mg
PMBJP-2099,MOL-01368,1000.0,mg
PMBJP-2100,MOL-00551,10.0,mg
PMBJP-2100,MOL-01368,500.0,mg
PMBJP-2101,MOL-00551,5.0,mg
PMBJP-2102,MOL-00583,5.0,mg
PMBJP-2103,MOL-00619,100.0,mg
PMBJP-2104,MOL-02251,250.0,mg
PMBJP-2105,MOL-00680,50.0,mg
PMBJP-2106,MOL-00688,400.0,mg
PMBJP-2106,MOL-01453,10.0,mg
PMBJP-2107,MOL-00803,0.5,mg
PMBJP-2107,MOL-01799,20.0,mg
PMBJP-2108,MOL-00919,20.0,mg
PMBJP-2108,MOL-02015,25.0,mg
PMBJP-2109,MOL-00967,500.0,mg
PMBJP-2110,MOL-01147,50.0,mg
PMBJP-2111,MOL-01149,10.0,mg
PMBJP-2112,MOL-01178,0.4,%
PMBJP-2113,MOL-01193,100.0,mg
PMBJP-2114,MOL-01379,10.0,mg
PMBJP-2115,MOL-01379,5.0,mg
PMBJP-2116,MOL-01397,16.0,mg
PMBJP-2117,MOL-01407,50.0,mg
PMBJP-2117,MOL-02072,40.0,mg
PMBJP-2117,MOL-00420,12.5,mg
PMBJP-2118,MOL-01407,12.5,mg
PMBJP-2119,MOL-01416,2.0,%
PMBJP-2120,MOL-01450,,
PMBJP-2121,MOL-00014,200.0,mg
PMBJP-2121,MOL-01453,10.0,mg
PMBJP-2121,MOL-00851,120.0,mg
PMBJP-2122,MOL-01470,360.0,mg
PMBJP-2123,MOL-01368,500.0,mg
PMBJP-2123,MOL-01472,600.0,mg
PMBJP-2124,MOL-01534,6.4,mg
PMBJP-2125,MOL-01547,10.0,mg
PMBJP-2126,MOL-01578,8.0,mg
PMBJP-2127,MOL-01600,150.0,mg
PMBJP-2128,MOL-00018,650.0,mg
PMBJP-2128,MOL-00303,50.0,mg
PMBJP-2129,MOL-01730,400.0,mg
PMBJP-2130,MOL-01756,978.0,mg
PMBJP-2130,MOL-00537,300.0,mg
PMBJP-2130,MOL-00518,200.0,mg
PMBJP-2131,MOL-01773,,
PMBJP-2132,MOL-01776,75.0,mg
PMBJP-2132,MOL-01331,1500.0,mcg
PMBJP-2133,MOL-01776,150.0,mg
PMBJP-2134,MOL-01863,200.0,mg
PMBJP-2135,MOL-02015,50.0,mg
PMBJP-2135,MOL-02163,20.0,mg
PMBJP-2136,MOL-02040,85.0,mg
PMBJP-2136,MOL-01488,500.0,mg
PMBJP-2137,MOL-02072,40.0,mg
PMBJP-2137,MOL-00437,10.0,mg
PMBJP-2137,MOL-00420,12.5,mg
PMBJP-2138,MOL-02165,100.0,mg
PMBJP-2139,MOL-02253,40.0,mg
PMBJP-2140,MOL-02266,40.0,mg
PMBJP-2141,MOL-02304,1.0,mg
PMBJP-2142,MOL-02304,2.0,mg
PMBJP-2143,MOL-02319,20.0,mg
PMBJP-2144,MOL-01812,60.0,mg
PMBJP-2145,MOL-00287,400.0,mcg
PMBJP-2146,MOL-00504,25.0,mg
PMBJP-2146,MOL-02165,10.0,mg
PMBJP-2147,MOL-00784,2.0,mg
PMBJP-2148,MOL-00156,80.0,mg
PMBJP-2150,MOL-00196,200.0,mcg
PMBJP-2151,MOL-00196,100.0,mcg
PMBJP-2152,MOL-00196,100.0,mcg
PMBJP-2153,MOL-00196,200.0,mcg
PMBJP-2154,MOL-00196,400.0,mcg
PMBJP-2155,MOL-00210,4.0,mg
PMBJP-2156,MOL-00240,20.0,mg
PMBJP-2158,MOL-00317,100.0,mg
PMBJP-2159,MOL-00375,200.0,mg
PMBJP-2159,MOL-01558,200.0,mg
PMBJP-2160,MOL-00460,100.0,mg
PMBJP-2160,MOL-00476,100.0,mg
PMBJP-2160,MOL-02133,100.0,mg
PMBJP-2161,MOL-00630,150.0,mg
PMBJP-2162,MOL-00713,1.0,%
PMBJP-2163,MOL-00738,2.5,mg
PMBJP-2164,MOL-00780,40.0,mg
PMBJP-2164,MOL-01153,150.0,mg
PMBJP-2165,MOL-00815,5.0,mg
PMBJP-2165,MOL-01368,1000.0,mg
PMBJP-2166,MOL-00815,5.0,mg
PMBJP-2166,MOL-01368,500.0,mg
PMBJP-2167,MOL-00816,5.0,mg
PMBJP-2168,MOL-00833,200.0,mg
PMBJP-2169,MOL-00883,100.0,mg
PMBJP-2170,MOL-00962,0.5,mg
PMBJP-2171,MOL-00967,1500.0,mg
PMBJP-2172,MOL-00611,25.0,mg
PMBJP-2173,MOL-01051,150.0,mg
PMBJP-2174,MOL-01062,10.0,mg
PMBJP-2175,MOL-01131,,
PMBJP-2176,MOL-01192,200.0,mg
PMBJP-2177,MOL-01287,8.0,mg
PMBJP-2177,MOL-00018,325.0,mg
PMBJP-2178,MOL-01341,7.5,mg
PMBJP-2179,MOL-01341,15.0,mg
PMBJP-2180,MOL-01360,400.0,mg
PMBJP-2181,MOL-01369,500.0,mg
PMBJP-2181,MOL-00963,3.0,mg
PMBJP-2182,MOL-01369,500.0,mg
PMBJP-2182,MOL-00963,4.0,mg
PMBJP-2183,MOL-01406,2.5,mg
PMBJP-2184,MOL-01459,,
PMBJP-2184,MOL-01773,,
PMBJP-2185,MOL-01460,0.2,mg
PMBJP-2186,MOL-01600,450.0,mg
PMBJP-2187,MOL-01600,600.0,mg
PMBJP-2188,MOL-01645,25.0,mg
PMBJP-2189,MOL-01646,12.5,mg
PMBJP-2190,MOL-01765,0.25,mg
PMBJP-2191,MOL-01790,100.0,mg
PMBJP-2192,MOL-01836,10.0,mg
PMBJP-2193,MOL-01855,100.0,mg
PMBJP-2193,MOL-02274,50.0,mg
PMBJP-2194,MOL-01855,100.0,mg
PMBJP-2194,MOL-01368,1000.0,mg
PMBJP-2195,MOL-01855,100.0,mg
PMBJP-2196,MOL-01855,100.0,mg
PMBJP-2196,MOL-01368,500.0,mg
PMBJP-2197,MOL-01884,3.0,mg
PMBJP-2198,MOL-01899,0.5,mg
PMBJP-2199,MOL-01899,0.25,mg
PMBJP-2200,MOL-01946,5.0,mg
PMBJP-2201,MOL-01961,400.0,mg
PMBJP-2202,MOL-01799,40.0,mg
PMBJP-2202,MOL-00870,10.0,mg
PMBJP-2203,MOL-02072,80.0,mg
PMBJP-2203,MOL-00097,5.0,mg
PMBJP-2203,MOL-01033,12.5,mg
PMBJP-2204,MOL-02081,25.0,mg
PMBJP-2205,MOL-02266,120.0,mg
PMBJP-2206,MOL-02290,600.0,mg
PMBJP-2207,MOL-01368,500.0,mg
PMBJP-2207,MOL-02296,0.3,mg
PMBJP-2207,MOL-00962,1.0,mg
PMBJP-2208,MOL-01368,500.0,mg
PMBJP-2208,MOL-02296,0.3,mg
PMBJP-2208,MOL-00962,2.0,mg
PMBJP-2209,MOL-02322,20.0,mg
PMBJP-2210,MOL-01687,8.0,mg
PMBJP-2211,MOL-01687,4.0,mg
PMBJP-2211,MOL-01072,1.25,mg
PMBJP-2212,MOL-01418,450.0,mg
PMBJP-2212,MOL-01011,50.0,mg
PMBJP-2213,MOL-02322,40.0,mg
PMBJP-2216,MOL-00988,50.0,mg
PMBJP-2216,MOL-02087,1.25,mg
PMBJP-2216,MOL-00080,30.0,mg
PMBJP-2217,MOL-00988,100.0,mg
PMBJP-2217,MOL-02087,1.25,mg
PMBJP-2217,MOL-00080,15.0,mg
PMBJP-2218,MOL-01921,97.0,mg
PMBJP-2218,MOL-02253,103.0,mg
PMBJP-2219,MOL-01044,250.0,mg
PMBJP-2220,MOL-01044,500.0,mg
PMBJP-2221,MOL-00067,,
PMBJP-2221,MOL-00781,,
PMBJP-2222,MOL-00059,300.0,mg
PMBJP-2223,MOL-00094,300.0,mg
PMBJP-2224,MOL-00013,50.0,mg
PMBJP-2224,MOL-01368,500.0,mg
PMBJP-2225,MOL-00023,600.0,mg
PMBJP-2226,MOL-00050,70.0,mg
PMBJP-2227,MOL-00097,5.0,mg
PMBJP-2227,MOL-01288,50.0,mg
PMBJP-2227,MOL-01033,12.5,mg
PMBJP-2228,MOL-00097,5.0,mg
PMBJP-2228,MOL-01686,4.0,mg
PMBJP-2249,MOL-00001,600.0,mg
PMBJP-2249,MOL-00672,50.0,mg
PMBJP-2249,MOL-01199,300.0,mg
PMBJP-2250,MOL-00001,600.0,mg
PMBJP-2250,MOL-01199,300.0,mg
PMBJP-2251,MOL-01846,20.0,mg
PMBJP-2252,MOL-01846,50.0,mg
PMBJP-2253,MOL-00250,5.0,mg
PMBJP-2254,MOL-00303,20.0,mg
PMBJP-2255,MOL-00496,0.5,mg
PMBJP-2256,MOL-01419,10.0,mg
PMBJP-2257,MOL-01888,100.0,mg
PMBJP-2258,MOL-01888,500.0,mg
PMBJP-2259,MOL-01924,1.0,%
PMBJP-2260,MOL-01924,3.0,%
PMBJP-2261,MOL-01924,2.0,%
PMBJP-2262,MOL-02005,4.0,iu
PMBJP-2263,MOL-02110,100.0,mg
PMBJP-2264,MOL-01331,1500.0,mcg
PMBJP-2264,MOL-00893,0.7,mg
PMBJP-2264,MOL-01511,100.0,mg
PMBJP-2265,MOL-01464,,
PMBJP-2266,MOL-01516,2.0,mg
PMBJP-2267,MOL-01516,4.0,mg
PMBJP-2268,MOL-01578,4.0,mg
PMBJP-2269,MOL-01578,8.0,mg
PMBJP-2270,MOL-01965,50.0,mg
PMBJP-2271,MOL-02289,60000.0,iu
PMBJP-2272,MOL-00551,5.0,mg
PMBJP-2272,MOL-01979,50.0,mg
PMBJP-2273,MOL-00551,10.0,mg
PMBJP-2273,MOL-01979,100.0,mg
PMBJP-2274,MOL-01776,75.0,mg
PMBJP-2274,MOL-00704,30.0,mg
PMBJP-2275,MOL-01776,75.0,mg
PMBJP-2275,MOL-00704,20.0,mg
PMBJP-2276,MOL-01776,50.0,mg
PMBJP-2276,MOL-00704,20.0,mg
PMBJP-2277,MOL-00204,180.0,mg
PMBJP-2278,MOL-00145,1000.0,mg
PMBJP-2279,MOL-01486,50.0,mg
PMBJP-2280,MOL-00602,5.0,mg
PMBJP-2281,MOL-02281,600.0,mcg
PMBJP-2281,MOL-00145,500.0,mg
PMBJP-2281,MOL-02289,1000.0,iu
PMBJP-2281,MOL-02319,50.0,mg
PMBJP-2282,MOL-01634,100.0,mg
PMBJP-2282,MOL-00316,12.0,mg
PMBJP-2282,MOL-01511,50.0,mg
PMBJP-2282,MOL-01182,40.0,mg
PMBJP-2282,MOL-00665,20.0,mg
PMBJP-2282,MOL-01186,25.0,mg
PMBJP-2282,MOL-02319,10.0,mg
PMBJP-2282,MOL-01084,2.0,mg
PMBJP-2282,MOL-00245,100.0,mg
PMBJP-2282,MOL-00843,100.0,mg
PMBJP-2282,MOL-00513,100.0,mg
PMBJP-2283,MOL-00008,250.0,mg
PMBJP-2284,MOL-00012,333.0,mg
PMBJP-2285,MOL-01472,1000.0,mg
PMBJP-2285,MOL-01187,100.0,mcg
PMBJP-2285,MOL-02289,1000.0,iu
PMBJP-2285,MOL-00023,600.0,mg
PMBJP-2285,MOL-01181,100.0,mg
PMBJP-2286,MOL-00033,0.1,%
PMBJP-2286,MOL-00219,2.5,%
PMBJP-2287,MOL-00064,25.0,mg
PMBJP-2288,MOL-00139,50.0,mg
PMBJP-2289,MOL-00139,150.0,mg
PMBJP-2290,MOL-00186,20.0,mg
PMBJP-2291,MOL-00205,5.0,mg
PMBJP-2292,MOL-00210,8.0,mg
PMBJP-2293,MOL-00262,62.5,mg
PMBJP-2294,MOL-00276,10.0,mg
PMBJP-2294,MOL-00275,2.0,mg
PMBJP-2295,MOL-00277,50.0,mg
PMBJP-2296,MOL-00308,0.25,mcg
PMBJP-2296,MOL-00309,500.0,mg
PMBJP-2296,MOL-02291,45.0,mcg
PMBJP-2296,MOL-01331,1500.0,mcg
PMBJP-2296,MOL-02319,7.5,mg
PMBJP-2296,MOL-01311,50.0,mg
PMBJP-2296,MOL-01189,800.0,mcg
PMBJP-2297,MOL-00309,1250.0,mg
PMBJP-2297,MOL-02289,2000.0,iu
PMBJP-2297,MOL-01331,1500.0,mcg
PMBJP-2297,MOL-01189,1.0,mg
PMBJP-2297,MOL-01814,20.0,mg
PMBJP-2298,MOL-00309,1000.0,mg
PMBJP-2298,MOL-01311,100.0,mg
PMBJP-2298,MOL-02319,4.0,mg
PMBJP-2298,MOL-02289,200.0,iu
PMBJP-2299,MOL-01475,1.0,%
PMBJP-2299,MOL-00463,0.05,%
PMBJP-2301,MOL-00552,30.0,mg
PMBJP-2302,MOL-00561,50.0,mg
PMBJP-2303,MOL-00568,30.0,mg
PMBJP-2303,MOL-02055,0.4,mg
PMBJP-2304,MOL-00588,50.0,mg
PMBJP-2304,MOL-00471,0.5,mg
PMBJP-2305,MOL-00588,100.0,mg
PMBJP-2305,MOL-00471,0.5,mg
PMBJP-2306,MOL-00588,50.0,mg
PMBJP-2307,MOL-00588,100.0,mg
PMBJP-2308,MOL-00596,60.0,mg
PMBJP-2309,MOL-01637,2.0,%
PMBJP-2309,MOL-00405,5.0,%
PMBJP-2309,MOL-02226,15.0,%
PMBJP-2309,MOL-01253,2.0,%
PMBJP-2310,MOL-00674,5.0,mg
PMBJP-2310,MOL-01344,5.0,mg
PMBJP-2311,MOL-00674,5.0,mg
PMBJP-2311,MOL-01344,10.0,mg
PMBJP-2313,MOL-00803,0.5,mg
PMBJP-2313,MOL-01799,40.0,mg
PMBJP-2314,MOL-00886,0.03,%
PMBJP-2316,MOL-00881,0.5,mg
PMBJP-2316,MOL-01547,10.0,mg
PMBJP-2317,MOL-00887,0.1,%
PMBJP-2318,MOL-02056,27.0,%
PMBJP-2318,MOL-01756,0.05,%
PMBJP-2318,MOL-01110,0.03,%
PMBJP-2318,MOL-01348,0.033,%
PMBJP-2318,MOL-02120,27.0,%
PMBJP-2319,MOL-01177,0.5,%
PMBJP-2319,MOL-01459,0.5,%
PMBJP-2321,MOL-01205,250.0,mg
PMBJP-2322,MOL-01253,3.0,%
PMBJP-2322,MOL-00310,0.25,%
PMBJP-2322,MOL-01036,0.1,%
PMBJP-2322,MOL-01710,5.0,%
PMBJP-2322,MOL-02320,2.0,%
PMBJP-2322,MOL-02216,3.0,%
PMBJP-2323,MOL-01272,300.0,mg
PMBJP-2324,MOL-01188,0.5,mg
PMBJP-2324,MOL-02280,10.0,mcg
PMBJP-2324,MOL-02279,400.0,iu
PMBJP-2324,MOL-01331,1500.0,mcg
PMBJP-2324,MOL-01814,1.5,mg
PMBJP-2324,MOL-01303,5000.0,mcg
PMBJP-2324,MOL-00309,250.0,mg
PMBJP-2325,MOL-01284,3.0,mg
PMBJP-2326,MOL-01301,10.0,mg
PMBJP-2326,MOL-00150,2.0,mg
PMBJP-2326,MOL-02315,500.0,mg
PMBJP-2326,MOL-01573,10.0,mg
PMBJP-2327,MOL-01573,20.0,%
PMBJP-2327,MOL-00751,4.0,%
PMBJP-2327,MOL-00609,500.0,mg
PMBJP-2327,MOL-00241,150.0,mg
PMBJP-2327,MOL-01301,100.0,mg
PMBJP-2327,MOL-02315,50.0,mg
PMBJP-2327,MOL-00227,25.0,mg
PMBJP-2327,MOL-02289,4.8,mg
PMBJP-2328,MOL-01331,1500.0,mcg
PMBJP-2328,MOL-02283,5.0,mg
PMBJP-2328,MOL-00068,50.0,mg
PMBJP-2328,MOL-00893,200.0,mg
PMBJP-2328,MOL-00245,1500.0,mcg
PMBJP-2329,MOL-01419,0.5,mg
PMBJP-2330,MOL-01444,100.0,mg
PMBJP-2331,MOL-01475,1.0,%
PMBJP-2332,MOL-01517,2.0,mg
PMBJP-2333,MOL-01526,150.0,mg
PMBJP-2334,MOL-01529,500.0,mg
PMBJP-2335,MOL-01552,10.0,mg
PMBJP-2336,MOL-01552,5.0,mg
PMBJP-2337,MOL-01567,0.4,%
PMBJP-2337,MOL-01177,0.1,%
PMBJP-2338,MOL-01606,2.5,mg
PMBJP-2339,MOL-01747,0.4,%
PMBJP-2339,MOL-01800,0.3,%
PMBJP-2340,MOL-01752,2.0,mg
PMBJP-2341,MOL-01765,0.75,mg
PMBJP-2342,MOL-01765,1.5,mg
PMBJP-2343,MOL-01789,2.5,mg
PMBJP-2344,MOL-01789,5.0,mg
PMBJP-2345,MOL-01815,3.0,mg
PMBJP-2345,MOL-01511,50.0,mg
PMBJP-2345,MOL-00893,1.5,mg
PMBJP-2345,MOL-01195,3.0,mg
PMBJP-2347,MOL-01916,200.0,mg
PMBJP-2348,MOL-01916,400.0,mg
PMBJP-2349,MOL-01961,800.0,mg
PMBJP-2350,MOL-02057,100.0,mg
PMBJP-2351,MOL-02057,50.0,mg
PMBJP-2352,MOL-02078,20.0,mg
PMBJP-2352,MOL-01724,15.0,mg
PMBJP-2353,MOL-02160,100.0,mg
PMBJP-2354,MOL-02160,50.0,mg
PMBJP-2355,MOL-02179,50.0,mg
PMBJP-2356,MOL-02245,500.0,mg
PMBJP-2357,MOL-02265,37.5,mg
PMBJP-2358,MOL-02265,75.0,mg
PMBJP-2359,MOL-02265,150.0,mg
PMBJP-2360,MOL-02273,100.0,mg
PMBJP-2361,MOL-02326,50.0,mg
PMBJP-2362,MOL-02326,100.0,mg
PMBJP-2363,MOL-01979,100.0,mg
PMBJP-2363,MOL-01368,1000.0,mg
PMBJP-2364,MOL-01979,50.0,mg
PMBJP-2364,MOL-01368,500.0,mg
PMBJP-2365,MOL-01175,2.0,%
PMBJP-2366,MOL-01339,5.0,mg
PMBJP-2367,MOL-01375,10.0,mg
PMBJP-2368,MOL-00437,10.0,mg
PMBJP-2368,MOL-01564,20.0,mg
PMBJP-2369,MOL-00437,10.0,mg
PMBJP-2369,MOL-01564,40.0,mg
PMBJP-2370,MOL-01495,5.0,mg
PMBJP-2370,MOL-00437,10.0,mg
PMBJP-2371,MOL-01495,2.5,mg
PMBJP-2371,MOL-00437,10.0,mg
PMBJP-2372,MOL-01600,300.0,mg
PMBJP-2374,MOL-01963,500.0,mg
PMBJP-2377,MOL-01309,100.0,g
PMBJP-2378,MOL-01309,250.0,g
PMBJP-2379,MOL-01309,500.0,g
PMBJP-2380,MOL-00430,500.0,g
PMBJP-2381,MOL-00430,1.0,kg
PMBJP-2382,MOL-00016,200.0,mg
PMBJP-2382,MOL-00527,15.0,mg
PMBJP-2383,MOL-00016,100.0,mg
PMBJP-2383,MOL-02145,2.0,mg
PMBJP-2384,MOL-00100,5.0,%
PMBJP-2385,MOL-00128,2.5,mg
PMBJP-2386,MOL-00128,5.0,mg
PMBJP-2387,MOL-00156,10.0,mg
PMBJP-2387,MOL-00024,75.0,mg
PMBJP-2387,MOL-01836,5.0,mg
PMBJP-2388,MOL-00156,10.0,mg
PMBJP-2388,MOL-00833,160.0,mg
PMBJP-2388,MOL-00820,10.0,mg
PMBJP-2389,MOL-00156,10.0,mg
PMBJP-2389,MOL-00820,10.0,mg
PMBJP-2390,MOL-00156,20.0,mg
PMBJP-2390,MOL-00820,10.0,mg
PMBJP-2391,MOL-00173,10.0,%
PMBJP-2391,MOL-00217,0.2,%
PMBJP-2392,MOL-00175,16.0,mg
PMBJP-2393,MOL-00175,8.0,mg
PMBJP-2393,MOL-02072,40.0,mg
PMBJP-2394,MOL-00175,8.0,mg
PMBJP-2395,MOL-00191,4.0,mg
PMBJP-2396,MOL-00208,4.0,mg
PMBJP-2396,MOL-02072,40.0,mg
PMBJP-2396,MOL-00420,6.25,mg
PMBJP-2397,MOL-00231,25.0,mg
PMBJP-2398,MOL-00261,2.0,mg
PMBJP-2399,MOL-00261,2.5,mg
PMBJP-2400,MOL-00303,30.0,mg
PMBJP-2400,MOL-00655,25.0,mg
PMBJP-2400,MOL-00018,500.0,mg
PMBJP-2400,MOL-01710,5.0,mg
PMBJP-2401,MOL-00338,20.0,mg
PMBJP-2402,MOL-00357,125.0,mg
PMBJP-2403,MOL-00379,2.0,g
PMBJP-2403,MOL-00167,0.5,g
PMBJP-2404,MOL-00434,1.0,%
PMBJP-2405,MOL-00434,8.0,%
PMBJP-2406,MOL-00473,150.0,mg
PMBJP-2407,MOL-00511,0.625,mg
PMBJP-2408,MOL-00520,250.0,mg
PMBJP-2409,MOL-00551,10.0,mg
PMBJP-2409,MOL-02274,100.0,mg
PMBJP-2410,MOL-00551,5.0,mg
PMBJP-2410,MOL-02274,100.0,mg
PMBJP-2411,MOL-00561,20.0,mg
PMBJP-2412,MOL-00561,50.0,mg
PMBJP-2413,MOL-00561,70.0,mg
PMBJP-2414,MOL-00620,1.16,%
PMBJP-2414,MOL-01960,2.5,%
PMBJP-2414,MOL-01262,0.5,%
PMBJP-2414,MOL-01398,10.0,%
PMBJP-2414,MOL-01348,5.0,%
PMBJP-2415,MOL-00672,50.0,mg
PMBJP-2416,MOL-00731,25.0,mg
PMBJP-2417,MOL-00731,50.0,mg
PMBJP-2418,MOL-00820,10.0,mg
PMBJP-2419,MOL-00820,5.0,mg
PMBJP-2420,MOL-00826,200.0,mg
PMBJP-2420,MOL-00455,125.0,mg
PMBJP-2421,MOL-00920,,
PMBJP-2421,MOL-01036,1.0,%
PMBJP-2422,MOL-00975,2.0,%
PMBJP-2422,MOL-01924,1.0,%
PMBJP-2422,MOL-01511,,
PMBJP-2422,MOL-02290,2.0,%
PMBJP-2422,MOL-00062,2.0,%
PMBJP-2423,MOL-01036,1.0,%
PMBJP-2424,MOL-01154,1.0,%
PMBJP-2425,MOL-01158,1.0,%
PMBJP-2426,MOL-01213,10.0,mg
PMBJP-2427,MOL-01215,25.0,mg
PMBJP-2428,MOL-01215,5.0,mg
PMBJP-2429,MOL-01240,200.0,mg
PMBJP-2429,MOL-00337,50.0,mg
PMBJP-2430,MOL-01249,50.0,mcg
PMBJP-2430,MOL-00196,50.0,mcg
PMBJP-2431,MOL-01258,250.0,mg
PMBJP-2432,MOL-01258,500.0,mg
PMBJP-2433,MOL-01294,1.0,%
PMBJP-2434,MOL-01308,10.0,mg
PMBJP-2435,MOL-01322,100.0,mg
PMBJP-2436,MOL-01323,135.0,mg
PMBJP-2436,MOL-00407,5.0,mg
PMBJP-2437,MOL-01379,15.0,mg
PMBJP-2438,MOL-01379,20.0,mg
PMBJP-2439,MOL-01404,5.0,mg
PMBJP-2440,MOL-01407,100.0,mg
PMBJP-2441,MOL-01410,1.0,%
PMBJP-2441,MOL-01761,5.0,%
PMBJP-2442,MOL-01420,10.0,mg
PMBJP-2443,MOL-01420,2.5,mg
PMBJP-2444,MOL-01420,5.0,mg
PMBJP-2445,MOL-01495,2.5,mg
PMBJP-2445,MOL-00097,2.5,mg
PMBJP-2446,MOL-01495,5.0,mg
PMBJP-2446,MOL-00097,5.0,mg
PMBJP-2447,MOL-01526,100.0,mg
PMBJP-2448,MOL-01564,10.0,mg
PMBJP-2450,MOL-01616,1.0,%
PMBJP-2451,MOL-01616,2.0,%
PMBJP-2452,MOL-01649,200.0,mg
PMBJP-2453,MOL-01649,400.0,mg
PMBJP-2454,MOL-01672,400000.0,iu
PMBJP-2455,MOL-01672,800000.0,iu
PMBJP-2456,MOL-01681,12.5,g
PMBJP-2456,MOL-00070,18.75,mg
PMBJP-2457,MOL-01799,20.0,mg
PMBJP-2458,MOL-01820,50.0,mg
PMBJP-2459,MOL-01836,2.5,mg
PMBJP-2459,MOL-01033,12.5,mg
PMBJP-2460,MOL-01836,1.25,mg
PMBJP-2461,MOL-01855,100.0,mg
PMBJP-2461,MOL-02078,10.0,mg
PMBJP-2462,MOL-01855,100.0,mg
PMBJP-2462,MOL-02274,50.0,mg
PMBJP-2462,MOL-01368,500.0,mg
